"hs6_query","national_tariff_code","unit","description","import_rate","export_rate","trq","sst","excise","cess_1","cess_2","cess_3","source_file","source_sha256"
"870350","8703502800","u","- - - - Of a cylinder capacity exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703503100","u","- - - Go-karts","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703503200","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703503300","u","- - - - Of a cylinder capacity exceeding 1,000 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703503400","u","- - - - Of a cylinder capacity not exceeding 1,500 cc","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703503500","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703503600","u","- - - - Of a cylinder capacity exceeding 2,500 cc","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703504100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703504200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703504300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703504400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703504500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703504600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703504700","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703505100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703505200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703505300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703505400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703505500","u","- - - - Of a cylinder capacity exceeding 2,500 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703505600","u","- - - - Of a cylinder capacity not exceeding 1,500 cc","35%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703505700","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc","35%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703505800","u","- - - - Of a cylinder capacity exceeding 2,000 cc","35%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703506100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703506200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703506300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703506400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","80%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703506500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703506600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703506700","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703507100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703507200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703507300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703507400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","80%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703507500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703507600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703507700","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703508100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703508200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703508300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703508400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","80%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703508500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703508600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703508700","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703509100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","60%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703509200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","60%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703509300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703509400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703509500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703509600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870350","8703509700","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870350.html","493bda523bae781d7390a68620c3179634c3e10abc52fd3d2828111f4daa46c0"
"870360","8703601100","u","- - - Go-karts","0%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703601200","u","- - - All-Terrain Vehicles (ATV)","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703601300","u","- - - Ambulances","5%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703601400","u","- - - Hearses","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703601500","u","- - - Prison vans","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703601600","u","- - - - Of a cylinder capacity not exceeding 2,000 cc","35%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703601700","u","- - - - Of a cylinder capacity exceeding 2,000 cc","35%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703601800","u","- - - - Of a cylinder capacity not exceeding 1,500 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703601900","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703602100","u","- - - - Of a cylinder capacity exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703602200","u","- - - - Of a cylinder capacity not exceeding 1,500 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703602300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703602400","u","- - - - Of a cylinder capacity exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703602500","u","- - - - Of a cylinder capacity not exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703602600","u","- - - - Of a cylinder capacity exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703602700","u","- - - - Of a cylinder capacity not exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703602800","u","- - - - Of a cylinder capacity exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703603100","u","- - - Go-karts","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703603200","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703603300","u","- - - - Of a cylinder capacity exceeding 1,000 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703603400","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703603500","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703603600","u","- - - - Other","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703604100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703604200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703604300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703604400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703604500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703604600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703604700","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703605100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703605200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703605300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703605400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 3,000 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703605500","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703605600","u","- - - - Of a cylinder capacity not exceeding 1,500 cc","35%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703605700","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc","35%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703605800","u","- - - - Of a cylinder capacity exceeding 2,000 cc","35%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703606100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703606200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703606300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703606400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","80%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703606500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703606600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703606700","u","- - - - Of a cylinder capacity exceeding 3,000 cc, of four-wheel drive","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703606800","u","- - - - Of a cylinder capacity exceeding 3,000 cc, not of four-wheel drive","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703607100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703607200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703607300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703607400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","80%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703607500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703607600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703607700","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703608100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703608200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703608300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703608400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","80%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703608500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703608600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703608700","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703609100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","60%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703609200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","60%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703609300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703609400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703609500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
